id,display_name,alternate_titles,parent_publisher,hierarchy_level,homepage_url,roles,summary_stats,counts_by_year,x_concepts,sources_api_url,updated
https://openalex.org/P4327874099,"Stomatological Society, Japan",[],,0,https://kokuhoken.net/koubyou,"[{'role': 'publisher', 'id': 'https://openalex.org/P4327874099'}]","{'h_index': 0, 'i10_index': 0, 'works_count': 8, 'cited_by_count': 0, 'sources_count': 1}","[{'year': 2013, 'works_count': 1, 'oa_works_count': 0, 'cited_by_count': 0}]","[{'id': 'https://openalex.org/C41008148', 'display_name': 'Computer science', 'level': 0, 'score': 37.5}, {'id': 'https://openalex.org/C15744967', 'display_name': 'Psychology', 'level': 0, 'score': 25.0}, {'id': 'https://openalex.org/C71924100', 'display_name': 'Medicine', 'level': 0, 'score': 25.0}]",https://api.openalex.org/sources?filter=host_organization.id:P4327874099,2023-06-24
